NAME NAME Blurry and spotty . Glad we pay every month for this service ! 	NAME NAME Blurry and spotty .<br> Glad we pay every month for this service !	2	-2	 NAME[0] NAME[0] Blurry[-1] and[0] spotty[0] [[Sentence=-2,1=word max, 1-5]] Glad[1] we[0] pay[0] every[0] month[0] for[0] this[0] service[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
Ur right , I was out of line & amp; apologize 4 that remark ! My wife aborted our child w/o any consent f Me / I overreact HYPERLINK	Ur right , I was out of line & amp; apologize 4 that remark !<br> My wife aborted our child w/o any consent f Me / I overreact HYPERLINK	1	-1	 Ur[0] right[0] I[0] was[0] out[0] of[0] line[0] &[0] amp[0] apologize[0] 4[0] that[0] remark[0] [[Sentence=-1,1=word max, 1-5]] My[0] wife[0] aborted[0] our[0] child[0] w/o[0] any[0] consent[0] f[0] Me[0] /[0] I[0] overreact[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME All important things are packed ! Off to Flag tomorrow ! (Totally didn't make him sit in the suitcase ) HYPERLINK	NAME All important things are packed !<br> Off to Flag tomorrow !<br> (Totally didn't make him sit in the suitcase ) HYPERLINK	1	-1	 NAME[0] All[0] important[0] things[0] are[0] packed[0] [[Sentence=-1,1=word max, 1-5]] Off[0] to[0] Flag[0] tomorrow[0] [[Sentence=-1,1=word max, 1-5]] Totally[0] didn't[0] make[0] him[0] sit[0] in[0] the[0] suitcase[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME bowling by Ashish NEhra HYPERLINK	NAME bowling by Ashish NEhra HYPERLINK	1	-1	 NAME[0] bowling[0] by[0] Ashish[0] NEhra[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Can't wait for the barrage of softball questions heading Hilary's way .  DemTownHall 	Can't wait for the barrage of softball questions heading Hilary's way .<br>  DemTownHall	1	-1	 Can't[0] wait[0] for[0] the[0] barrage[0] of[0] softball[0] questions[0] heading[0] Hilary's[0] way[0] [[Sentence=-1,1=word max, 1-5]] DemTownHall[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Selfies & gt; Wildlife . Do it for the Gram , yo .  brutal  justbrutal HYPERLINK	Selfies & gt; Wildlife .<br> Do it for the Gram , yo .<br>  brutal  justbrutal HYPERLINK	1	-3	 Selfies[0] &[0] gt[0] Wildlife[0] [[Sentence=-1,1=word max, 1-5]] Do[0] it[0] for[0] the[0] Gram[0] yo[0] [[Sentence=-1,1=word max, 1-5]] brutal[-2] justbrutal[0] HYPERLINK[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
hey NAME , I just got a reply time stamped 16:39 , but its 18:21 . Appreciate the prompt email forwarding ! 	hey NAME , I just got a reply time stamped 16:39 , but its 18:21 .<br> Appreciate the prompt email forwarding !	2	-1	 hey[1] NAME[0] I[0] just[0] got[0] a[0] reply[0] time[0] stamped[0] 16[0] :39[0] but[0] its[0] 18[0] :21[0] [[Sentence=-1,2=word max, 1-5]] Appreciate[1] the[0] prompt[0] email[0] forwarding[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
The kids are SOOOOO into this classical music kids show . (at Stone Church In Newm… HYPERLINK HYPERLINK	The kids are SOO into this classical music kids show .<br> (at Stone Church In Newm… HYPERLINK HYPERLINK	2	-1	 The[0] kids[0] are[0] SOOOOO/SOO[0][+0.6 MultipleLetters] into[0] this[0] classical[0] music[0] kids[0] show[0] [[Sentence=-1,2=word max, 1-5]] at[0] Stone[0] Church[0] In[0] Newm…[0] HYPERLINK[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Have doctors considered not treating policemen and their families ?  Egypt  Justathought 	Have doctors considered not treating policemen and their families ?<br>  Egypt  Justathought	1	-1	 Have[0] doctors[0] considered[0] not[0] treating[0] policemen[0] and[0] their[0] families[0] [[Sentence=-1,1=word max, 1-5]] Egypt[0] Justathought[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME You're being hard on Tannehill . All he needs is an All-Pro RB , All-Pro lineman , All-Pro WR and the  1 ranked defense . 	NAME You're being hard on Tannehill .<br> All he needs is an All-Pro RB , All-Pro lineman , All-Pro WR and the  1 ranked defense .	1	-1	 NAME[0] You're[0] being[0] hard[0] on[0] Tannehill[0] [[Sentence=-1,1=word max, 1-5]] All[0] he[0] needs[0] is[0] an[0] All[0] Pro[0] RB[0] All[0] Pro[0] lineman[0] All[0] Pro[0] WR[0] and[0] the[0] 1[0] ranked[0] defense[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"Attention red line passengers , we are experiencing severe delays in service . " — my favorite words to hear during morning rush hour 	"Attention red line passengers , we are experiencing severe delays in service .<br> " — my favorite words to hear during morning rush hour	2	-2	 Attention[0] red[0] line[0] passengers[0] we[0] are[0] experiencing[0] severe[-1] delays[0] in[0] service[0] [[Sentence=-2,1=word max, 1-5]] —[0] my[0] favorite[1] words[0] to[0] hear[0] during[0] morning[0] rush[0] hour[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
Ugh , I just heard/saw someone voice their own opinion . Do they not realize how wrong they are ?  whocares	Ugh , I just heard/saw someone voice their own opinion .<br> Do they not realize how wrong they are ?<br>  whocares	1	-3	 Ugh[-2] I[0] just[0] heard/saw[0] someone[0] voice[0] their[0] own[0] opinion[0] [[Sentence=-3,1=word max, 1-5]] Do[0] they[0] not[0] realize[0] how[0] wrong[-1] they[0] are[0] [[Sentence=-2,1=word max, 1-5]] whocares[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
De Gea limping off just before the game . Romero in goal for the game . Things just keep getting better . 	De Gea limping off just before the game .<br> Romero in goal for the game .<br> Things just keep getting better .	1	-1	 De[0] Gea[0] limping[0] off[0] just[0] before[0] the[0] game[0] [[Sentence=-1,1=word max, 1-5]] Romero[0] in[0] goal[0] for[0] the[0] game[0] [[Sentence=-1,1=word max, 1-5]] Things[0] just[0] keep[0] getting[0] better[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
'Cause replays are so important , y'know . Most probably more than having the game playable .  StreetFighterV HYPERLINK	'Cause replays are so important , y'know .<br> Most probably more than having the game playable .<br>  StreetFighterV HYPERLINK	1	-1	 'Cause[0] replays[0] are[0] so[0] important[0] y'know[0] [[Sentence=-1,1=word max, 1-5]] Most[0] probably[0] more[0] than[0] having[0] the[0] game[0] playable[0] [[Sentence=-1,1=word max, 1-5]] StreetFighterV[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME I forgot that tag again . 	NAME I forgot that tag again .	1	-1	 NAME[0] I[0] forgot[0] that[0] tag[0] again[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME You are too positive all the time , it's depressing . 	NAME You are too positive all the time , it's depressing .	3	-4	 NAME[0] You[0] are[0] too[0] positive[2] all[0] the[0] time[0] it's[0] depressing[-3] [[Sentence=-4,3=word max, 1-5]][[[3,-4 max of sentences]]]
Don't forget HYPERLINK HYPERLINK	Don't forget HYPERLINK HYPERLINK	1	-1	 Don't[0] forget[0] HYPERLINK[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
if you agree to this#comedy HYPERLINK	if you agree to this#comedy HYPERLINK	1	-1	 if[0] you[0] agree[0] to[0] this#comedy[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Aah yes , I'm so looking forward to going home and study at 2 a . m . for tomorrow's exam . Gotta love this life as a student and worker 	Aah yes , I'm so looking forward to going home and study at 2 a .<br> m .<br> for tomorrow's exam .<br> Gotta love this life as a student and worker	3	-1	 Aah[0] yes[0] I'm[0] so[0] looking[0] forward[0] to[0] going[0] home[0] and[0] study[0] at[0] 2[0] a[0] [[Sentence=-1,1=word max, 1-5]] m[0] [[Sentence=-1,1=word max, 1-5]] for[0] tomorrow's[0] exam[0] [[Sentence=-1,1=word max, 1-5]] Gotta[0] love[2] this[0] life[0] as[0] a[0] student[0] and[0] worker[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
NAME yeah tat tweets done by him was true but v can't believe	NAME yeah tat tweets done by him was true but v can't believe	2	-1	 NAME[0] yeah[0] tat[0] tweets[0] done[0] by[0] him[0] was[0] true[1] but[0] v[0] can't[0] believe[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME NAME NAME get it down early what is wrong with you ? ? 	NAME NAME NAME get it down early what is wrong with you ?<br> ?	1	-2	 NAME[0] NAME[0] NAME[0] get[0] it[0] down[0] early[0] what[0] is[0] wrong[-1] with[0] you[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Yeah , why would he care about the suffering of Catholics ?  UniteBlue HYPERLINK	Yeah , why would he care about the suffering of Catholics ?<br>  UniteBlue HYPERLINK	2	-4	 Yeah[0] why[0] would[0] he[0] care[1] about[0] the[0] suffering[-3] of[0] Catholics[0] [[Sentence=-4,2=word max, 1-5]] UniteBlue[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-4 max of sentences]]]
I'm glad the George Anne decided to find current staff and actual regulars to get quotes from . Great job ! HYPERLINK	I'm glad the George Anne decided to find current staff and actual regulars to get quotes from .<br> Great job !<br> HYPERLINK	3	-1	 I'm[0] glad[1] the[0] George[0] Anne[0] decided[0] to[0] find[0] current[0] staff[0] and[0] actual[0] regulars[0] to[0] get[0] quotes[0] from[0] [[Sentence=-1,2=word max, 1-5]] Great[2] job[0] [[Sentence=-1,3=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
Yes , let's bury one of the best wrestlers in the world ! HYPERLINK	Yes , let's bury one of the best wrestlers in the world !<br> HYPERLINK	2	-3	 Yes[0] let's[0] bury[-2] one[0] of[0] the[0] best[1] wrestlers[0] in[0] the[0] world[0] [[Sentence=-3,2=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-3 max of sentences]]]
Funny coffee mug , f word , coffee mug , novelty mug , gifts for him , gifts… HYPERLINK  funnypix HYPERLINK	Funny coffee mug , f word , coffee mug , novelty mug , gifts for him , gifts… HYPERLINK  funnypix HYPERLINK	2	-1	 Funny[1] coffee[0] mug[0] f[0] word[0] coffee[0] mug[0] novelty[0] mug[0] gifts[0] for[0] him[0] gifts…[0] HYPERLINK[0] funnypix[1] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME NAME NAME she is blinded by toms invincible abs it gives her amnesia     	NAME NAME NAME she is blinded by toms invincible abs it gives her amnesia    	1	-2	 NAME[0] NAME[0] NAME[0] she[0] is[0] blinded[-1] by[0] toms[0] invincible[0] abs[0] it[0] gives[0] her[0] amnesia[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
NAME I was fascinated by her thorough and in-dept knowledge of the black community and it's historical civil rights leaders . 	NAME I was fascinated by her thorough and in-dept knowledge of the black community and it's historical civil rights leaders .	1	-1	 NAME[0] I[0] was[0] fascinated[0] by[0] her[0] thorough[0] and[0] in[0] dept[0] knowledge[0] of[0] the[0] black[0] community[0] and[0] it's[0] historical[0] civil[0] rights[0] leaders[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME yeah , that will totally pay the bills . 	NAME yeah , that will totally pay the bills .	1	-1	 NAME[0] yeah[0] that[0] will[0] totally[0] pay[0] the[0] bills[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME me either . I was tweeting with 	NAME me either .<br> I was tweeting with	1	-1	 NAME[0] me[0] either[0] [[Sentence=-1,1=word max, 1-5]] I[0] was[0] tweeting[0] with[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME But again anything can happen in a police call centre & amp; since they never opened it , we will never know ! HYPERLINK	NAME But again anything can happen in a police call centre & amp; since they never opened it , we will never know !<br> HYPERLINK	1	-1	 NAME[0] But[0] again[0] anything[0] can[0] happen[0] in[0] a[0] police[0] call[0] centre[0] &[0] amp[0] since[0] they[0] never[0] opened[0] it[0] we[0] will[0] never[0] know[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME Great customer service today guys , got my new handset today just as you said ! ! ! ! (not) .  awfulcustomerservice	NAME Great customer service today guys , got my new handset today just as you said !<br> !<br> !<br> !<br> (not) .<br>  awfulcustomerservice	3	-4	 NAME[0] Great[2] customer[0] service[0] today[0] guys[0] got[0] my[0] new[0] handset[0] today[0] just[0] as[0] you[0] said[0] [[Sentence=-1,3=word max, 1-5]] not[0] [[Sentence=-1,1=word max, 1-5]] awfulcustomerservice[-3] [[Sentence=-4,1=word max, 1-5]][[[3,-4 max of sentences]]]
Vagina rules pendant , funny necklace , girl power , I make the rules , funny… HYPERLINK  awesome HYPERLINK	Vagina rules pendant , funny necklace , girl power , I make the rules , funny… HYPERLINK  awesome HYPERLINK	3	-1	 Vagina[0] rules[0] pendant[0] funny[1] necklace[0] girl[0] power[0] I[0] make[0] the[0] rules[0] funny…[1] HYPERLINK[0] awesome[2] HYPERLINK[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
NAME I feel I must add before my face is torn off by trolls . 	NAME I feel I must add before my face is torn off by trolls .	1	-1	 NAME[0] I[0] feel[0] I[0] must[0] add[0] before[0] my[0] face[0] is[0] torn[0] off[0] by[0] trolls[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
If and when I ever get to the Y and start using my membership , I will be at this level in NO time . . - Tia HYPERLINK	If and when I ever get to the Y and start using my membership , I will be at this level in NO time .<br> .<br> - Tia HYPERLINK	1	-1	 If[0] and[0] when[0] I[0] ever[0] get[0] to[0] the[0] Y[0] and[0] start[0] using[0] my[0] membership[0] I[0] will[0] be[0] at[0] this[0] level[0] in[0] NO[0] time[0] [[Sentence=-1,1=word max, 1-5]] Tia[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
tag the languages you speak/understand in order of proficiency ! ! #dankmemes #chinese #english #bahasa #askingfavor #mymind	tag the languages you speak/understand in order of proficiency !<br> !<br> #dankmemes #chinese #english #bahasa #askingfavor #mymind	1	-1	 tag[0] the[0] languages[0] you[0] speak/understand[0] in[0] order[0] of[0] proficiency[0] [[Sentence=-1,1=word max, 1-5]] #dankmemes[0] #chinese[0] #english[0] #bahasa[0] #askingfavor[0] #mymind[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Love it when my inbox is full of red flags .  noteverythingisurgent	Love it when my inbox is full of red flags .<br>  noteverythingisurgent	3	-1	 Love[2] it[0] when[0] my[0] inbox[0] is[0] full[0] of[0] red[0] flags[0] [[Sentence=-1,3=word max, 1-5]] noteverythingisurgent[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
NAME Yeah those uppity gays need to be quiet and stop causing trouble NAME NAME	NAME Yeah those uppity gays need to be quiet and stop causing trouble NAME NAME	1	-2	 NAME[0] Yeah[0] those[0] uppity[0] gays[0] need[0] to[0] be[0] quiet[0] and[0] stop[0] causing[0] trouble[-1] NAME[0] NAME[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
So still no booking confirmation from NAME but now I have a "handy Holiday Checklist" 	So still no booking confirmation from NAME but now I have a "handy Holiday Checklist"	1	-1	 So[0] still[0] no[0] booking[0] confirmation[0] from[0] NAME[0] but[0] now[0] I[0] have[0] a[0] handy[0] Holiday[0] Checklist[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME Wellllll where is the final 25 Roch ? 	NAME Well where is the final 25 Roch ?	2	-1	 NAME[0] Wellllll/Well[0][+0.6 MultipleLetters] where[0] is[0] the[0] final[0] 25[0] Roch[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME Well he can't now you only get three years these day's so gun owners are safe . . 	NAME Well he can't now you only get three years these day's so gun owners are safe .<br> .	2	-2	 NAME[0] Well[0] he[0] can't[0] now[0] you[0] only[0] get[0] three[0] years[0] these[0] day's[0] so[0] gun[-1] owners[0] are[0] safe[1] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Love going to work at this time me 	Love going to work at this time me	3	-1	 Love[2] going[0] to[0] work[0] at[0] this[0] time[0] me[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
I had a great day today ! 	I had a great day today !	3	-1	 I[0] had[0] a[0] great[2] day[0] today[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
HYPERLINK hey check out this song plz HYPERLINK	HYPERLINK hey check out this song plz HYPERLINK	2	-1	 HYPERLINK[0] hey[1] check[0] out[0] this[0] song[0] plz[0] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Church members bringing opposition ? No way ! #ElderOaks #LDSConference	Church members bringing opposition ?<br> No way !<br> #ElderOaks #LDSConference	1	-2	 Church[0] members[0] bringing[0] opposition[-1] [[Sentence=-2,1=word max, 1-5]] No[0] way[0] [[Sentence=-1,1=word max, 1-5]] #ElderOaks[0] #LDSConference[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Starting  XFiles now , and after reading your tweets , I'm really looking forward to it . 	Starting  XFiles now , and after reading your tweets , I'm really looking forward to it .	1	-1	 Starting[0] XFiles[0] now[0] and[0] after[0] reading[0] your[0] tweets[0] I'm[0] really[0] looking[0] forward[0] to[0] it[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME But what if they're thugs ? Or start rapping ? Can't have that . 	NAME But what if they're thugs ?<br> Or start rapping ?<br> Can't have that .	1	-1	 NAME[0] But[0] what[0] if[0] they're[0] thugs[0] [[Sentence=-1,1=word max, 1-5]] Or[0] start[0] rapping[0] [[Sentence=-1,1=word max, 1-5]] Can't[0] have[0] that[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2016 so far . . . January: Great artists died (Bowie , Rickman etc)February: Kanye loses his f**king mindCan't wait for March ! 	2016 so far .<br> .<br> .<br> January: Great artists died (Bowie , Rickman etc)February: Kanye loses his f*king mindCan't wait for March !	3	-2	 2016[0] so[0] far[0] [[Sentence=-1,1=word max, 1-5]] January[0] Great[2] artists[0] died[0] Bowie[0] Rickman[0] etc[0] February[0] Kanye[0] loses[-1] his[0] f[0] king[0] mindCan't[0] wait[0] for[0] March[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
NAME what whites not a color anymore ? 	NAME what whites not a color anymore ?	1	-1	 NAME[0] what[0] whites[0] not[0] a[0] color[0] anymore[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME NAME NAME oh it sure is 	NAME NAME NAME oh it sure is	1	-1	 NAME[0] NAME[0] NAME[0] oh[0] it[0] sure[0] is[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME NAME So no potential problems with those 3 am calls but what about those 7 am security briefings ? ? 	NAME NAME So no potential problems with those 3 am calls but what about those 7 am security briefings ?<br> ?	2	-2	 NAME[0] NAME[0] So[0] no[0] potential[0] problems[-1] with[0] those[0] 3[0] am[0] calls[0] but[0] what[0] about[0] those[0] 7[0] am[0] security[1] briefings[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Funny , I am not a liberal , or a bible defined christian , guess i beat the odds . HYPERLINK	Funny , I am not a liberal , or a bible defined christian , guess i beat the odds .<br> HYPERLINK	2	-1	 Funny[1] I[0] am[0] not[0] a[0] liberal[0] or[0] a[0] bible[0] defined[0] christian[0] guess[0] i[0] beat[0] the[0] odds[0] [[Sentence=-1,2=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
For better or for worse , Clinton reformed welfare in his final year . Everybody's favorite republican lmao  scandal	For better or for worse , Clinton reformed welfare in his final year .<br> Everybody's favorite republican laugh my ass off  scandal	3	-3	 For[0] better[0] or[0] for[0] worse[-2] Clinton[0] reformed[0] welfare[0] in[0] his[0] final[0] year[0] [[Sentence=-3,1=word max, 1-5]] Everybody's[0] favorite[1] republican[0] lmao[2] scandal[-2] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
Facebook would pay  1bn for the great mind ;-) HYPERLINK	Facebook would pay  1bn for the great mind ; HYPERLINK	3	-1	 Facebook[0] would[0] pay[0] 1bn[0] for[0] the[0] great[2] mind[0] HYPERLINK[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Being on hold with the IRS is my favorite thing . 	Being on hold with the IRS is my favorite thing .	2	-1	 Being[0] on[0] hold[0] with[0] the[0] IRS[0] is[0] my[0] favorite[1] thing[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME NAME NAME Let me guess . . . you don't understand and you are  Voting as a  Democrat . . . am I wrong ? ? ? J…	NAME NAME NAME Let me guess .<br> .<br> .<br> you don't understand and you are  Voting as a  Democrat .<br> .<br> .<br> am I wrong ?<br> ?<br> ?<br> J…	1	-2	 NAME[0] NAME[0] NAME[0] Let[0] me[0] guess[0] [[Sentence=-1,1=word max, 1-5]] you[0] don't[0] understand[0] and[0] you[0] are[0] Voting[0] as[0] a[0] Democrat[0] [[Sentence=-1,1=word max, 1-5]] am[0] I[0] wrong[-1] [[Sentence=-2,1=word max, 1-5]] J…[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
So the pope is a hypocrite . Fuck me you learn something new everyday ! 	So the pope is a hypocrite .<br> Fuck me you learn something new everyday !	1	-3	 So[0] the[0] pope[0] is[0] a[0] hypocrite[-2] [[Sentence=-3,1=word max, 1-5]] Fuck[-2] me[0] you[0] learn[0] something[0] new[0] everyday[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
LOVE WHEN INSTRUCTORS CHANGE YOUR GRADE ON BLACKBOARD . Programming in C may be the only class I may not do well in . 	LOVE WHEN INSTRUCTORS CHANGE YOUR GRADE ON BLACKBOARD .<br> Programming in C may be the only class I may not do well in .	3	-1	 LOVE[2] WHEN[0] INSTRUCTORS[0] CHANGE[0] YOUR[0] GRADE[0] ON[0] BLACKBOARD[0] [[Sentence=-1,3=word max, 1-5]] Programming[0] in[0] C[0] may[0] be[0] the[0] only[0] class[0] I[0] may[0] not[0] do[0] well[0] in[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
NAME So Bergevin was right ! It IS on him !  Habs HYPERLINK	NAME So Bergevin was right !<br> It IS on him !<br>  Habs HYPERLINK	1	-1	 NAME[0] So[0] Bergevin[0] was[0] right[0] [[Sentence=-1,1=word max, 1-5]] It[0] IS[0] on[0] him[0] [[Sentence=-1,1=word max, 1-5]] Habs[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME oh yeas all the wrestling "psychics" were all over that one ! !  thisisawesome	NAME oh yeas all the wrestling "psychics" were all over that one !<br> !<br>  thisisawesome	1	-1	 NAME[0] oh[0] yeas[0] all[0] the[0] wrestling[0] psychics[0] were[0] all[0] over[0] that[0] one[0] [[Sentence=-1,1=word max, 1-5]] thisisawesome[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
So sad to see Syracuse get knocked out of the tournament . #FuckSyracuse	So sad to see Syracuse get knocked out of the tournament .<br> #FuckSyracuse	1	-4	 So[0] sad[-3] to[0] see[0] Syracuse[0] get[0] knocked[0] out[0] of[0] the[0] tournament[0] [[Sentence=-4,1=word max, 1-5]] #FuckSyracuse[0] [[Sentence=-1,1=word max, 1-5]][[[1,-4 max of sentences]]]
Now how wasn't that a strike ? 	Now how wasn't that a strike ?	1	-2	 Now[0] how[0] wasn't[0] that[0] a[0] strike[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Sorry everyone feeling angry at the patriarchy today , maybe my period's due     patriarchy 	Sorry everyone feeling angry at the patriarchy today , maybe my period's due     patriarchy	1	-4	 Sorry[-1] everyone[0] feeling[0] angry[-3] at[0] the[0] patriarchy[0] today[0] maybe[0] my[0] period's[0] due[0] patriarchy[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
glad i wake up to cute texts of a morning . . 	glad i wake up to cute texts of a morning .<br> .	2	-1	 glad[1] i[0] wake[0] up[0] to[0] cute[1] texts[0] of[0] a[0] morning[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Cuz , you know , it's only ok if the BernieBros say shit like this RIGHT ? HYPERLINK	Cuz , you know , it's only ok if the BernieBros say shit like this RIGHT ?<br> HYPERLINK	2	-2	 Cuz[0] you[0] know[0] it's[0] only[0] ok[0] if[0] the[0] BernieBros[0] say[0] shit[-1] like[1] this[0] RIGHT[0] [[Sentence=-2,2=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
NAME According to the All Rational Richard Dawkins , there are internet lynch mobs . If he says it , it is settled . 	NAME According to the All Rational Richard Dawkins , there are internet lynch mobs .<br> If he says it , it is settled .	1	-1	 NAME[0] According[0] to[0] the[0] All[0] Rational[0] Richard[0] Dawkins[0] there[0] are[0] internet[0] lynch[0] mobs[0] [[Sentence=-1,1=word max, 1-5]] If[0] he[0] says[0] it[0] it[0] is[0] settled[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
 Nascar is 3-3 this week on races ending under caution . Great racing series . 	 Nascar is 3-3 this week on races ending under caution .<br> Great racing series .	3	-1	 Nascar[0] is[0] 3[0] -3[0] this[0] week[0] on[0] races[0] ending[0] under[0] caution[0] [[Sentence=-1,1=word max, 1-5]] Great[2] racing[0] series[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
NAME NAME NAME NAME who wants that though ? ! 	NAME NAME NAME NAME who wants that though ?<br> !	1	-1	 NAME[0] NAME[0] NAME[0] NAME[0] who[0] wants[0] that[0] though[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
'I don't know what he said but I like everybody ! '- John Kasich on the Pope 	'I don't know what he said but I like everybody !<br> '- John Kasich on the Pope	2	-1	 'I[0] don't[0] know[0] what[0] he[0] said[0] but[0] I[0] like[1] everybody[0] [[Sentence=-1,2=word max, 1-5]] '[0] John[0] Kasich[0] on[0] the[0] Pope[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
NAME it's been a 2 hour delay so far and the gate agent gave me a cup of water - you guys really look after your customers 	NAME it's been a 2 hour delay so far and the gate agent gave me a cup of water - you guys really look after your customers	1	-2	 NAME[0] it's[0] been[0] a[0] 2[0] hour[0] delay[-1] so[0] far[0] and[0] the[0] gate[0] agent[0] gave[0] me[0] a[0] cup[0] of[0] water[0] you[0] guys[0] really[0] look[0] after[0] your[0] customers[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Hang with me . . . is my middle name HYPERLINK	Hang with me .<br> .<br> .<br> is my middle name HYPERLINK	1	-2	 Hang[-1] with[0] me[0] [[Sentence=-2,1=word max, 1-5]] is[0] my[0] middle[0] name[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
